StockCode,Description,TotalQuantitySold,AvgUnitPrice,TransactionCount,TotalRevenue,Cluster(KMeans)
22930,BAKING MOULD HEART MILK CHOCOLATE,945,2.562297297297297,146,2421.3709459459456,Low Volume - Low Price
22931,BAKING MOULD HEART WHITE CHOCOLATE,794,2.55141592920354,110,2025.8242477876106,Low Volume - Low Price
22932,BAKING MOULD TOFFEE CUP CHOCOLATE,752,2.495454545454545,66,1876.5818181818179,Low Volume - Low Price
22933,BAKING MOULD EASTER EGG MILK CHOC,720,2.9143617021276595,93,2098.3404255319147,Low Volume - Low Price
22934,BAKING MOULD EASTER EGG WHITE CHOC,557,2.915714285714286,70,1624.0528571428572,Low Volume - Low Price
22935,BAKING MOULD ROSE MILK CHOCOLATE,601,3.1556603773584904,53,1896.5518867924527,Low Volume - Low Price
22936,BAKING MOULD ROSE WHITE CHOCOLATE,186,3.288333333333333,34,611.63,Low Volume - Low Price
22937,BAKING MOULD CHOCOLATE CUPCAKES,928,2.6111188811188812,138,2423.118321678322,Low Volume - Low Price
22938,CUPCAKE LACE PAPER SET 6,2261,1.941931818181818,174,4390.70784090909,Low Volume - Low Price
22939,APRON APPLE DELIGHT,434,5.267358490566038,104,2286.0335849056605,Low Volume - Low Price
22940,FELTCRAFT CHRISTMAS FAIRY,1867,4.3382445141065835,306,8099.502507836992,Low Volume - Low Price
22941,CHRISTMAS LIGHTS 10 REINDEER,1521,8.445272727272727,273,12845.259818181818,Low Volume - Low Price
22942,CHRISTMAS LIGHTS 10 SANTAS ,505,7.5218750000000005,143,3798.5468750000005,Low Volume - Low Price
22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,1252,4.956900584795322,169,6206.0395321637425,Low Volume - Low Price
22944,CHRISTMAS METAL POSTCARD WITH BELLS,2691,0.5287096774193548,59,1422.7577419354839,Low Volume - Low Price
22945,CHRISTMAS METAL TAGS ASSORTED ,2683,0.889861111111111,140,2387.497361111111,Low Volume - Low Price
22946,WOODEN ADVENT CALENDAR CREAM,353,16.285204081632653,96,5748.677040816327,Low Volume - Low Price
22947,WOODEN ADVENT CALENDAR RED,531,10.256542056074768,107,5446.223831775702,Low Volume - Low Price
22948,METAL DECORATION NAUGHTY CHILDREN ,1450,0.9220560747663551,99,1336.981308411215,Low Volume - Low Price
22949,36 DOILIES DOLLY GIRL,933,1.4499999999999997,88,1352.8499999999997,Low Volume - Low Price
22950,36 DOILIES VINTAGE CHRISTMAS,4855,1.4359649122807017,170,6971.609649122806,Low Volume - Low Price
22951,60 CAKE CASES DOLLY GIRL DESIGN,7127,0.5626737967914439,359,4010.1761497326206,High Volume - Low Price
22952,60 CAKE CASES VINTAGE CHRISTMAS,14447,0.54246,471,7836.919620000001,High Volume - Low Price
22953,BIRTHDAY PARTY CORDON BARRIER TAPE,460,1.2791566265060241,82,588.4120481927711,Low Volume - Low Price
22954,HEN PARTY CORDON BARRIER TAPE,164,1.25,29,205.0,Low Volume - Low Price
22955,36 FOIL STAR CAKE CASES ,1149,1.9954464285714286,107,2292.7679464285716,Low Volume - Low Price
22956,36 FOIL HEART CAKE CASES,1851,2.043314917127072,173,3782.1759116022104,Low Volume - Low Price
22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,1723,2.928536585365854,200,5045.868536585366,Low Volume - Low Price
22959,WRAP CHRISTMAS VILLAGE,4576,0.41846153846153844,143,1914.8799999999999,Low Volume - Low Price
22960,JAM MAKING SET WITH JARS,7916,4.177063655030801,965,33065.63589322382,High Volume - Low Price
22961,JAM MAKING SET PRINTED,14724,1.470822072072072,880,21656.384189189186,High Volume - Low Price
22962,JAM JAR WITH PINK LID,3595,0.8456505576208178,267,3040.11375464684,Low Volume - Low Price
22963,JAM JAR WITH GREEN LID,2956,0.844170403587444,222,2495.3677130044844,Low Volume - Low Price
22964,3 PIECE SPACEBOY COOKIE CUTTER SET,2500,2.13294498381877,303,5332.3624595469255,Low Volume - Low Price
22965,3 TRADITIONAL COOKIE CUTTERS  SET,1292,2.1250704225352113,210,2745.590985915493,Low Volume - Low Price
22966,GINGERBREAD MAN COOKIE CUTTER,7199,1.2612369337979095,556,9079.64468641115,High Volume - Low Price
22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,1139,2.9294117647058826,135,3336.6000000000004,Low Volume - Low Price
22968,ROSE COTTAGE KEEPSAKE BOX ,709,9.716129032258065,154,6888.735483870968,Low Volume - Low Price
22969,HOMEMADE JAM SCENTED CANDLES,11952,1.4503415559772295,526,17334.482277039846,High Volume - Low Price
22970,LONDON BUS COFFEE MUG,4230,2.4888501742160276,279,10527.836236933797,Low Volume - Low Price
22971,QUEENS GUARD COFFEE MUG,2349,2.5187916666666665,238,5916.641624999999,Low Volume - Low Price
22972,CHILDREN'S SPACEBOY MUG,1681,1.6533333333333333,188,2779.253333333333,Low Volume - Low Price
22973,CHILDREN'S CIRCUS PARADE MUG,1170,1.6711965811965812,115,1955.3,Low Volume - Low Price
22974,CHILDRENS DOLLY GIRL MUG,1503,1.6840828402366865,164,2531.1765088757397,Low Volume - Low Price
22975,SPACEBOY CHILDRENS EGG CUP,1117,1.2750344827586206,143,1424.2135172413793,Low Volume - Low Price
22976,CIRCUS PARADE CHILDRENS EGG CUP ,1010,1.2600833333333334,114,1272.6841666666667,Low Volume - Low Price
22977,DOLLY GIRL CHILDRENS EGG CUP,904,1.2606140350877193,112,1139.5950877192981,Low Volume - Low Price
22978,PANTRY ROLLING PIN,2332,3.7504285714285714,209,8745.99942857143,Low Volume - Low Price
22979,PANTRY WASHING UP BRUSH,3829,1.494182389937107,309,5721.224371069183,Low Volume - Low Price
22980,PANTRY SCRUBBING BRUSH,2208,1.6729249011857708,248,3693.818181818182,Low Volume - Low Price
22981,PANTRY APPLE CORER,430,1.4474358974358974,74,622.3974358974359,Low Volume - Low Price
22982,PANTRY PASTRY BRUSH,1021,1.3136912751677854,148,1341.278791946309,Low Volume - Low Price
22983,CARD BILLBOARD FONT,4905,0.42713432835820897,334,2095.093880597015,High Volume - Low Price
22984,CARD GINGHAM ROSE ,2678,0.4215492957746479,140,1128.9090140845071,Low Volume - Low Price
22985,"WRAP, BILLBOARD FONTS DESIGN",3750,0.4183333333333333,96,1568.7499999999998,Low Volume - Low Price
22986,GINGHAM ROSE WRAP,4076,0.4196129032258064,155,1710.3421935483868,Low Volume - Low Price
22987,WRAP SUMMER ROSE DESIGN,100,0.42,4,42.0,Low Volume - Low Price
22988,SOLDIERS EGG CUP ,8709,1.2555907780979827,335,10934.940086455332,High Volume - Low Price
22989,SET 2 PANTRY DESIGN TEA TOWELS,2673,3.2297826086956523,315,8633.208913043478,Low Volume - Low Price
22990,COTTON APRON PANTRY DESIGN,481,4.771548387096774,151,2295.1147741935483,Low Volume - Low Price
22991,GIRAFFE WOODEN RULER,3002,2.0453658536585366,239,6140.188292682927,Low Volume - Low Price
22992,REVOLVER WOODEN RULER ,4207,1.9597029702970297,292,8244.470396039604,Low Volume - Low Price
22993,SET OF 4 PANTRY JELLY MOULDS,11724,1.256840354767184,875,14735.196319290466,High Volume - Low Price
22994,TRAVEL CARD WALLET RETROSPOT,2077,0.4196449704142012,166,871.6026035502958,Low Volume - Low Price
22995,TRAVEL CARD WALLET SUKI,2187,0.41936842105263156,186,917.1587368421052,Low Volume - Low Price
22996,TRAVEL CARD WALLET VINTAGE TICKET,4526,0.41940983606557375,296,1898.2489180327868,Low Volume - Low Price
22997,TRAVEL CARD WALLET UNION JACK,2449,0.41969072164948457,189,1027.8225773195877,Low Volume - Low Price
22998,TRAVEL CARD WALLET KEEP CALM,11592,0.42749455337690634,448,4955.5168627450985,High Volume - Low Price
22999,TRAVEL CARD WALLET RETRO PETALS,2872,0.4196923076923077,187,1205.3563076923076,Low Volume - Low Price
23000,TRAVEL CARD WALLET TRANSPORT,3005,0.41971698113207545,209,1261.2495283018868,Low Volume - Low Price
23002,TRAVEL CARD WALLET SKULLS,1950,0.4196078431372549,148,818.2352941176471,Low Volume - Low Price
23003,TRAVEL CARD WALLET VINTAGE ROSE ,541,0.41886792452830185,52,226.6075471698113,Low Volume - Low Price
23004,TRAVEL CARD WALLET PANTRY,1678,0.4292481203007519,127,720.2783458646617,Low Volume - Low Price
23005,TRAVEL CARD WALLET I LOVE LONDON,4395,0.4193442622950819,176,1843.018032786885,Low Volume - Low Price
23006,TRAVEL CARD WALLET FLOWER MEADOW,1621,0.4195588235294117,135,680.1048529411764,Low Volume - Low Price
23007, SPACEBOY BABY GIFT SET,444,16.525342465753422,145,7337.25205479452,Low Volume - Low Price
23008,DOLLY GIRL BABY GIFT SET,414,16.44206349206349,124,6807.014285714285,Low Volume - Low Price
23009,I LOVE LONDON BABY GIFT SET,209,16.425409836065572,61,3432.9106557377045,Low Volume - Low Price
23010,CIRCUS PARADE BABY GIFT SET,282,16.48846153846154,91,4649.746153846154,Low Volume - Low Price
23012,GLASS APOTHECARY BOTTLE PERFUME,1009,3.8843269230769235,203,3919.285865384616,Low Volume - Low Price
23013,GLASS APOTHECARY BOTTLE TONIC,860,3.886972972972973,183,3342.7967567567566,Low Volume - Low Price
23014,GLASS APOTHECARY BOTTLE ELIXIR,791,3.9091616766467068,163,3092.146886227545,Low Volume - Low Price
23015,CORDIAL GLASS JUG,30,8.25,18,247.5,Low Volume - Low Price
23016,GLASS TWIST BON BON JAR,66,7.67,20,506.21999999999997,Low Volume - Low Price
23017,APOTHECARY MEASURING JAR,63,12.193181818181818,22,768.1704545454545,Low Volume - Low Price
23018,LARGE APOTHECARY MEASURING JAR ,50,12.2975,20,614.875,Low Volume - Low Price
23019,SMALL APOTHECARY MEASURING JAR ,81,8.078571428571427,28,654.3642857142856,Low Volume - Low Price
23020,GLASS  SONGBIRD STORAGE JAR,170,12.326923076923077,78,2095.576923076923,Low Volume - Low Price
23021,GLASS BONNE JAM JAR,118,4.134615384615385,25,487.8846153846154,Low Volume - Low Price
23022,SMALL BONNE JAM JAR  T-LIGHT HOLDER,386,2.0336000000000003,23,784.9696000000001,Low Volume - Low Price
23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,270,1.6976923076923076,24,458.37692307692305,Low Volume - Low Price
23024,LARGE BONNE JAM JAR  T-LIGHT HOLDER,252,2.7081818181818185,11,682.4618181818182,Low Volume - Low Price
23025,DRAWER KNOB VINTAGE GLASS BALL,311,2.123617021276596,47,660.4448936170213,Low Volume - Low Price
23026,DRAWER KNOB VINTAGE GLASS STAR,490,2.105344827586207,55,1031.6189655172413,Low Volume - Low Price
23027,DRAWER KNOB VINTAGE GLASS HEXAGON,287,2.08,27,596.96,Low Volume - Low Price
23028,DRAWER KNOB CRACKLE GLAZE BLUE,1240,1.6587394957983193,117,2056.836974789916,Low Volume - Low Price
23029,DRAWER KNOB CRACKLE GLAZE GREEN,1256,1.6472602739726028,146,2068.958904109589,Low Volume - Low Price
23031,DRAWER KNOB CRACKLE GLAZE PINK,1226,1.6473154362416107,147,2019.6087248322146,Low Volume - Low Price
23032,DRAWER KNOB CRACKLE GLAZE IVORY,2218,1.6450248756218904,193,3648.6651741293526,Low Volume - Low Price
23033,DRAWER KNOB CERAMIC RED,685,1.44,59,986.4,Low Volume - Low Price
23034,DRAWER KNOB CERAMIC BLACK,941,1.4427710843373494,79,1357.6475903614457,Low Volume - Low Price
23035,DRAWER KNOB CERAMIC IVORY,2080,1.453720930232558,168,3023.739534883721,Low Volume - Low Price
23036,T-LIGHT HOLDER SILVER PETIT FOUR ,183,1.25,15,228.75,Low Volume - Low Price
23037,CANDLE HOLDER SILVER MADELINE,193,1.7299999999999998,18,333.88999999999993,Low Volume - Low Price
23038,T-LIGHT HOLDER SILVER SAUCER,41,1.2299999999999998,6,50.42999999999999,Low Volume - Low Price
23039,T-LIGHT HOLDER SILVER HEART HANDLE,186,1.9375,23,360.375,Low Volume - Low Price
23040,PAPER LANTERN 9 POINT SNOW STAR ,246,5.728947368421053,36,1409.3210526315788,Low Volume - Low Price
23041,PAPER LANTERN 9 POINT SNOW STAR,236,4.15,49,979.4000000000001,Low Volume - Low Price
23042,PAPER LANTERN 7 POINT SNOW STAR,89,6.65,26,591.85,Low Volume - Low Price
23043,PAPER LANTERN 9 POINT HOLLY STAR 40,75,6.25,19,468.75,Low Volume - Low Price
23044,PAPER LANTERN 9 POINT HOLLY STAR S,103,4.15,24,427.45000000000005,Low Volume - Low Price
23045,PAPER LANTERN 5 POINT STAR MOON 30,96,4.15,24,398.40000000000003,Low Volume - Low Price
23046,PAPER LANTERN 9 POINT DELUXE STAR,347,6.623529411764706,34,2298.364705882353,Low Volume - Low Price
23047,PAPER LANTERN 5 POINT SEQUIN STAR,58,5.75,25,333.5,Low Volume - Low Price
23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,532,4.188958333333334,89,2228.5258333333336,Low Volume - Low Price
23049,RECYCLED ACAPULCO MAT RED,432,8.245321637426901,171,3561.9789473684214,Low Volume - Low Price
23050,RECYCLED ACAPULCO MAT GREEN,458,8.240960451977402,177,3774.3598870056503,Low Volume - Low Price
23051,RECYCLED ACAPULCO MAT BLUE,333,8.238148148148149,135,2743.3033333333333,Low Volume - Low Price
23052,RECYCLED ACAPULCO MAT TURQUOISE,570,8.246396396396397,222,4700.445945945947,Low Volume - Low Price
23053,RECYCLED ACAPULCO MAT PINK,318,8.231679389312976,130,2617.6740458015265,Low Volume - Low Price
23054,RECYCLED ACAPULCO MAT LAVENDER,267,8.242792792792793,110,2200.8256756756755,Low Volume - Low Price
23055,IVORY CHANDELIER T-LIGHT HOLDER,225,5.268139534883721,40,1185.3313953488373,Low Volume - Low Price
23056,FLOWERS CHANDELIER T-LIGHT HOLDER,386,5.913617021276596,43,2282.656170212766,Low Volume - Low Price
23057,GEMSTONE CHANDELIER T-LIGHT HOLDER,340,4.389591836734694,46,1492.461224489796,Low Volume - Low Price
23058,CHRISTMAS HANGING SNOWFLAKE,486,1.1129545454545455,44,540.8959090909091,Low Volume - Low Price
23060,HEART BEADED TRELLIS DECORATION,244,2.08,39,507.52000000000004,Low Volume - Low Price
23061,VINTAGE EMBOSSED HEART,961,1.247717391304348,89,1199.0564130434784,Low Volume - Low Price
23064,CINDERELLA CHANDELIER ,149,42.1703125,32,6283.376562500001,Low Volume - Low Price
23065,LARGE DECO JEWELLERY STAND,256,12.47127659574468,93,3192.646808510638,Low Volume - Low Price
23066,SMALL DECO JEWELLERY STAND,244,8.229220779220778,77,2007.9298701298699,Low Volume - Low Price
23067,HANGING ENGRAVED METAL HEART,277,4.15,71,1149.5500000000002,Low Volume - Low Price
23068,ALUMINIUM STAMPED HEART,805,2.4776691729323312,130,1994.5236842105267,Low Volume - Low Price
23069,EDWARDIAN PHOTO FRAME,89,6.25,31,556.25,Low Volume - Low Price
23070,EDWARDIAN HEART PHOTO FRAME,147,4.15,33,610.0500000000001,Low Volume - Low Price
23071,MARIE ANTOIENETT TRINKET BOX GOLD,241,10.390384615384615,21,2504.0826923076925,Low Volume - Low Price
23072,MARIE ANTOINETTE TRINKET BOX SILVER,254,10.270833333333334,24,2608.791666666667,Low Volume - Low Price
23073,GEORGIAN TRINKET BOX,141,12.411475409836067,60,1750.0180327868854,Low Volume - Low Price
23074,EMBOSSED HEART TRINKET BOX,219,2.0643243243243243,36,452.08702702702703,Low Volume - Low Price
23075,DOUBLE CERAMIC PARLOUR HOOK,436,4.145348837209303,83,1807.3720930232562,Low Volume - Low Price
23076,ICE CREAM SUNDAE LIP GLOSS,7892,1.2449800796812749,250,9825.382788844621,High Volume - Low Price
23077,DOUGHNUT LIP GLOSS ,9602,1.241923076923077,311,11924.945384615385,High Volume - Low Price
23078,ICE CREAM PEN LIP GLOSS ,6559,1.2451162790697674,215,8166.7176744186045,High Volume - Low Price
23079,TOADSTOOL BEDSIDE LIGHT ,236,8.937719298245613,111,2109.3017543859646,Low Volume - Low Price
23080,RED METAL BOX TOP SECRET,992,8.354340425531914,228,8287.505702127659,Low Volume - Low Price
23081,GREEN METAL BOX ARMY SUPPLIES,448,8.334117647058823,118,3733.684705882353,Low Volume - Low Price
23082,SET 6 PAPER TABLE LANTERN HEARTS ,2237,3.7219713261648746,269,8326.049856630825,Low Volume - Low Price
23083,SET 6 PAPER TABLE LANTERN STARS ,1797,3.758796296296296,212,6754.5569444444445,Low Volume - Low Price
23084,RABBIT NIGHT LIGHT,27094,2.014084014002334,816,54569.59227537923,High Volume - Low Price
23085,ANTIQUE SILVER BAUBLE LAMP  ,361,10.05,77,3628.05,Low Volume - Low Price
23086,ZINC  STAR T-LIGHT HOLDER ,1178,1.233421052631579,37,1452.97,Low Volume - Low Price
23087,ZINC  HEART T-LIGHT HOLDER,815,1.2374,50,1008.481,Low Volume - Low Price
23088,ZINC HEART FLOWER T-LIGHT HOLDER,760,1.306315789473684,57,992.8,Low Volume - Low Price
23089,GLASS BON BON JAR,2121,1.7730344827586204,141,3760.606137931034,Low Volume - Low Price
23090,VINTAGE GLASS T-LIGHT HOLDER,2121,0.8571653543307086,123,1818.047716535433,Low Volume - Low Price
23091,ZINC HERB GARDEN CONTAINER,563,6.285588235294117,196,3538.786176470588,Low Volume - Low Price
23092,LARGE ANTIQUE WHITE PHOTO FRAME,499,7.799481481481482,134,3891.94125925926,Low Volume - Low Price
23093,SMALL PARISIENNE HEART PHOTO FRAME ,913,2.4732539682539687,125,2258.0808730158733,Low Volume - Low Price
23094,LE GRAND TRAY CHIC SET,145,12.5,76,1812.5,Low Volume - Low Price
23096,PETIT TRAY CHIC,1007,1.7276470588235295,117,1739.7405882352944,Low Volume - Low Price
23099,FRENCH CARRIAGE LANTERN,124,6.588983050847458,58,817.0338983050848,Low Volume - Low Price
23100,SILVER BELLS TABLE DECORATION,2092,1.2462331838565024,214,2607.119820627803,Low Volume - Low Price
23101,SILVER STARS TABLE DECORATION,1948,0.8266326530612244,190,1610.280408163265,Low Volume - Low Price
23102,SILVER HEARTS TABLE DECORATION,1245,0.8269444444444445,139,1029.5458333333333,Low Volume - Low Price
23103,BELL HEART DECORATION,3911,1.6476261127596439,319,6443.865727002967,Low Volume - Low Price
23104,IVORY PANTRY HANGING LAMP ,116,12.30909090909091,44,1427.8545454545456,Low Volume - Low Price
23106,ZINC HEARTS PLANT POT HOLDER,271,2.774313725490196,51,751.8390196078432,Low Volume - Low Price
23107,WHITE WIRE PLANT POT HOLDER,340,2.7391803278688527,61,931.3213114754099,Low Volume - Low Price
23108,SET OF 10 LED DOLLY LIGHTS,2130,6.136397849462365,369,13070.527419354838,Low Volume - Low Price
23109,LED TEA LIGHTS,2229,2.902605042016807,229,6469.906638655462,Low Volume - Low Price
23110,PARISIENNE KEY CABINET ,613,5.717871485943775,247,3505.055220883534,Low Volume - Low Price
23111,PARISIENNE SEWING BOX,272,12.291489361702126,140,3343.2851063829785,Low Volume - Low Price
23112,PARISIENNE CURIO CABINET,439,7.449753694581281,202,3270.441871921182,Low Volume - Low Price
23113,PANTRY CHOPPING BOARD,192,4.930000000000001,49,946.5600000000002,Low Volume - Low Price
23114,VINTAGE LEAF CHOPPING BOARD  ,141,4.93139534883721,43,695.3267441860467,Low Volume - Low Price
23115,RED APPLES CHOPPING BOARD   ,147,4.930000000000001,38,724.71,Low Volume - Low Price
23116,VEGETABLE GARDEN CHOPPING BOARD,72,4.905555555555555,17,353.19999999999993,Low Volume - Low Price
23117,POPPY FIELDS CHOPPING BOARD,84,4.95,40,415.8,Low Volume - Low Price
23118,PARISIENNE JEWELLERY DRAWER ,741,7.462892561983471,242,5530.003388429753,Low Volume - Low Price
23119,PACK OF 6 LARGE FRUIT STRAWS ,2120,0.6472268907563025,118,1372.1210084033612,Low Volume - Low Price
23120,PACK OF 6 SMALL FRUIT STRAWS,1576,0.4187234042553191,81,659.9080851063829,Low Volume - Low Price
23121,PACK OF 6 COCKTAIL PARASOL STRAWS,2465,0.41625,87,1026.05625,Low Volume - Low Price
23122,PARTY CHARMS 50 PIECES,2090,0.8205940594059405,96,1715.0415841584158,Low Volume - Low Price
23123,COCKTAIL SWORDS 50 PIECES,894,0.8238028169014083,70,736.4797183098591,Low Volume - Low Price
23124,18PC WOODEN CUTLERY SET DISPOSABLE,503,1.24125,24,624.34875,Low Volume - Low Price
23125,6PC WOOD PLATE SET DISPOSABLE,405,1.236875,16,500.934375,Low Volume - Low Price
23126,DOLLCRAFT GIRL AMELIE KIT,1073,5.012535211267606,277,5378.450281690141,Low Volume - Low Price
23127,DOLLCRAFT GIRL NICOLE,701,4.968297872340426,185,3482.776808510639,Low Volume - Low Price
23128,FELTCRAFT BOY JEAN-PAUL KIT,429,4.969925373134329,131,2132.097985074627,Low Volume - Low Price
23129,HEART SHAPED HOLLY WREATH,941,4.41710843373494,166,4156.499036144579,Low Volume - Low Price
23130,MISTLETOE HEART WREATH GREEN,909,4.233786982248521,169,3848.5123668639058,Low Volume - Low Price
23131,MISTLETOE HEART WREATH CREAM,888,4.206071428571429,110,3734.9914285714285,Low Volume - Low Price
23132,SMALL IVORY HEART WALL ORGANISER,1018,5.736122448979592,144,5839.372653061225,Low Volume - Low Price
23133,LARGE IVORY HEART WALL ORGANISER,758,7.994074074074074,135,6059.508148148148,Low Volume - Low Price
23134,LARGE ZINC HEART WALL ORGANISER,1064,7.6710810810810806,37,8162.030270270269,Low Volume - Low Price
23135,SMALL ZINC HEART WALL ORGANISER,1538,5.191190476190476,42,7984.050952380952,Low Volume - Low Price
23136,IVORY WIRE SWEETHEART LETTER TRAY,127,3.7290909090909095,44,473.5945454545455,Low Volume - Low Price
23137,ZINC WIRE SWEETHEART LETTER TRAY,80,3.4539999999999997,20,276.32,Low Volume - Low Price
23138,SINGLE WIRE HOOK IVORY HEART,863,1.4450617283950618,76,1247.0882716049382,Low Volume - Low Price
23139,SINGLE WIRE HOOK PINK HEART,395,1.2644,23,499.438,Low Volume - Low Price
23140,TRIPLE WIRE HOOK IVORY HEART,148,4.2538888888888895,36,629.5755555555556,Low Volume - Low Price
23141,TRIPLE WIRE HOOK PINK HEART,68,3.5900000000000003,18,244.12000000000003,Low Volume - Low Price
23142,IVORY WIRE KITCHEN ORGANISER,114,10.301315789473684,38,1174.35,Low Volume - Low Price
23143,ZINC WIRE KITCHEN ORGANISER,25,7.175000000000001,12,179.37500000000003,Low Volume - Low Price
23144,ZINC T-LIGHT HOLDER STARS SMALL,4850,0.8368879668049792,240,4058.9066390041494,Low Volume - Low Price
23145,ZINC T-LIGHT HOLDER STAR LARGE,2043,0.9605882352941176,152,1962.4817647058824,Low Volume - Low Price
23146,TRIPLE HOOK ANTIQUE IVORY ROSE,731,3.28163179916318,233,2398.872845188285,Low Volume - Low Price
23147,SINGLE ANTIQUE ROSE HOOK IVORY,1830,1.4492337164750957,256,2652.097701149425,Low Volume - Low Price
23148,MINIATURE ANTIQUE ROSE HOOK IVORY,2105,0.8299601593625497,241,1747.0661354581673,Low Volume - Low Price
23149,ANTIQUE IVORY WIRE BOWL SMALL,86,2.49,21,214.14000000000001,Low Volume - Low Price
23150,IVORY SWEETHEART SOAP DISH,138,2.49,41,343.62,Low Volume - Low Price
23151,ZINC SWEETHEART SOAP DISH,60,1.98,19,118.8,Low Volume - Low Price
23152,IVORY SWEETHEART WIRE LETTER RACK ,538,3.743032258064516,152,2013.7513548387096,Low Volume - Low Price
23153,ZINC SWEETHEART WIRE LETTER RACK,244,3.7878481012658227,79,924.2349367088607,Low Volume - Low Price
23154,SET OF 4 JAM JAR MAGNETS,2411,2.080909090909091,217,5017.071818181818,Low Volume - Low Price
23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,1937,0.8222047244094488,125,1592.6105511811024,Low Volume - Low Price
23156,SET OF 5 MINI GROCERY MAGNETS,1614,2.0940932642487047,186,3379.8665284974095,Low Volume - Low Price
23157,SET OF 6 NATIVITY MAGNETS ,2543,2.1340645161290324,147,5426.926064516129,Low Volume - Low Price
23158,SET OF 5 LUCKY CAT MAGNETS ,2478,2.1653125,190,5365.644375000001,Low Volume - Low Price
23159,SET OF 5 PANCAKE DAY MAGNETS,2258,2.0821463414634147,198,4701.48643902439,Low Volume - Low Price
23160,REGENCY TEA SPOON,1398,1.23,62,1719.54,Low Volume - Low Price
23161,REGENCY CAKE FORK,1596,1.228695652173913,69,1960.998260869565,Low Volume - Low Price
23162,REGENCY TEA STRAINER,1362,3.7471830985915493,142,5103.6633802816905,Low Volume - Low Price
23163,REGENCY SUGAR TONGS,1659,2.4297058823529416,136,4030.8820588235303,Low Volume - Low Price
23164,REGENCY CAKE SLICE,563,4.922962962962963,81,2771.628148148148,Low Volume - Low Price
23165,LARGE CERAMIC TOP STORAGE JAR,2852,1.6302469135802469,238,4649.464197530864,Low Volume - Low Price
23166,MEDIUM CERAMIC TOP STORAGE JAR,3422,1.2176923076923076,205,4166.943076923077,Low Volume - Low Price
23167,SMALL CERAMIC TOP STORAGE JAR ,5141,0.8250259067357513,186,4241.458186528497,Low Volume - Low Price
23168,CLASSIC SUGAR DISPENSER,2796,1.227136929460581,238,3431.0748547717844,Low Volume - Low Price
23169,CLASSIC GLASS SWEET JAR,1360,4.109866220735786,296,5589.418060200669,Low Volume - Low Price
23170,REGENCY TEA PLATE ROSES ,5857,1.6549266862170087,340,9692.905601173019,High Volume - Low Price
23171,REGENCY TEA PLATE GREEN ,5869,1.6707246376811595,275,9805.482898550725,High Volume - Low Price
23172,REGENCY TEA PLATE PINK,3586,1.6391845493562232,233,5878.1157939914165,Low Volume - Low Price
23173,REGENCY TEAPOT ROSES ,2614,9.68548128342246,367,25317.84807486631,Low Volume - Low Price
23174,REGENCY SUGAR BOWL GREEN,2868,4.125314685314686,285,11831.40251748252,Low Volume - Low Price
23175,REGENCY MILK JUG PINK ,2986,3.191901408450704,283,9531.017605633802,Low Volume - Low Price
23176,ABC TREASURE BOOK BOX ,2045,2.26286432160804,196,4627.557537688443,Low Volume - Low Price
23177,TREASURE ISLAND BOOK BOX,2411,2.242,219,5405.4619999999995,Low Volume - Low Price
23178,JAM CLOCK MAGNET,307,2.8156666666666665,58,864.4096666666667,Low Volume - Low Price
23179,CLOCK MAGNET MUM'S KITCHEN,304,2.9330000000000003,40,891.6320000000001,Low Volume - Low Price
23180,MUM'S KITCHEN CLOCK,103,4.771621621621622,37,491.4770270270271,Low Volume - Low Price
23181,BULL DOG BOTTLE TOP WALL CLOCK,181,8.188356164383562,73,1482.0924657534247,Low Volume - Low Price
23182,TOILET SIGN OCCUPIED OR VACANT,3400,0.8765567765567764,260,2980.29304029304,Low Volume - Low Price
23183,MOTHER'S KITCHEN SPOON REST ,171,4.04655737704918,60,691.9613114754098,Low Volume - Low Price
23184,BULL DOG BOTTLE OPENER,765,5.095024630541872,201,3897.693842364532,Low Volume - Low Price
23185,FRENCH STYLE STORAGE JAR JAM,322,0.34787878787878784,31,112.01696969696968,Low Volume - Low Price
23186,FRENCH STYLE STORAGE JAR CAFE ,1970,0.3527397260273973,72,694.8972602739726,Low Volume - Low Price
23187,FRENCH STYLE STORAGE JAR BONBONS,2301,0.3263291139240506,78,750.8832911392404,Low Volume - Low Price
23188,VINTAGE  2 METER FOLDING RULER,3084,1.7049828178694157,285,5258.167010309278,Low Volume - Low Price
23189,SET OF 12 FORK CANDLES,1214,2.858695652173913,114,3470.4565217391305,Low Volume - Low Price
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,1676,1.651318681318681,181,2767.6101098901095,Low Volume - Low Price
23191,BUNDLE OF 3 RETRO NOTE BOOKS,2173,1.6747104247104247,247,3639.145752895753,Low Volume - Low Price
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,3283,1.6540490797546012,314,5430.243128834356,Low Volume - Low Price
23193,BUFFALO BILL TREASURE BOOK BOX,1835,2.2646308724832216,143,4155.597651006711,Low Volume - Low Price
